Node ID,Network (1) X,Network (1) Y,Network (1) Z,Louvain Community,Degree,Weighted Degree,Community Leaders Filter,Betweenness Centrality,Closeness Centrality,Eccentricity,Clustering Coefficient,PageRank
RAB40B,-3.9823381900787354,0.49987691640853882,4.6334195137023926,Community 13,3,3,0,0.012196619994938374,0.7774653434753418,11,0,0.012115428385652865
DLG3,-2.1509528160095215,-6.0897631645202637,-3.3843719959259033,Community 23,2,2,0,0.0038781573530286551,0.661631166934967,12.5,0,0.00853039631014564
RIMS1,8.4908046722412109,-0.10623598098754883,-7.3456764221191406,Community 7,3,3,0,0.0070664878003299236,0.51361817121505737,13,0,0.017263644504497393
DCAF10,8.69635009765625,-0.085309073328971863,-7.4602017402648926,Community 7,1,1,0,0,0.45424854755401611,14,0,0.0066185726647227452
SLC7A4,-1.628639817237854,-6.274815559387207,-1.59809410572052,Community 11,3,3,0,0.021109906956553459,0.76884424686431885,10.5,0,0.011351244235565855
COMMD5,2.2862591743469238,8.5091962814331055,2.8162930011749268,Community 36,13,13,0,0.046797480434179306,0.75600355863571167,11,0,0.053023249155635249
POLR3C,2.3094496726989746,8.8915348052978516,2.9241955280303955,Community 36,1,1,0,0,0.63403046131134033,12,0,0.0051917266360364915
TRIM2,3.642308235168457,0.2176477462053299,-7.0660386085510254,Community 40,1,1,0,0,0.60122603178024292,12,0,0.0050126429804492559
SNRNP25,2.3522965908050537,8.82763385772705,2.8577885627746582,Community 36,1,1,0,0,0.63403046131134033,12,0,0.0051917266360364915
GARNL3,1.0590968132019043,5.7019758224487305,3.4591655731201172,Community 36,4,4,0,0.063464663922786713,0.831792950630188,10,0,0.015664926435845602
CHPT1,1.2370102405548096,1.5915316343307495,-10.622177124023438,Community 72,1,1,0,0,0.49135053157806396,14,0,0.0057435343340040985
SLC16A7,-12.143621444702148,-2.9606318473815918,1.3512740135192871,Community 13,1,1,0,0,0.48491379618644714,14.5,0,0.006120645551622934
VKORC1L1,-12.002659797668457,-2.8767464160919189,1.3141963481903076,Community 13,3,3,0,0.010596706531941891,0.55317199230194092,13.5,0,0.015531745826190161
HSH2D,-0.60850447416305542,1.6061122417449951,10.389595985412598,Community 48,3,3,0,0,0.75344711542129517,10.5,0,0.0088226209221928635
SBF1,8.99323558807373,3.7050611972808838,2.5765094757080078,Community 49,1,1,0,0,0.60951316356658936,12,0,0.0056503654954644109
GPR162,2.3212692737579346,1.9485443830490112,-5.8889708518981934,Community 72,4,4,0,0.016865657642483711,0.69750475883483887,11,0,0.014158819647066558
NAV1,2.0419301986694336,0.050281114876270294,3.7502570152282715,Community 27,5,5,0,0.014128134585916996,0.64165294170379639,12,0,0.025064947784112546
NDUFA7,-1.4762835502624512,-3.2239692211151123,-3.059664249420166,Community 2,1,1,0,0,0.72817844152450562,10.5,0,0.004590232869670129
MAN1C1,2.6900584697723389,-4.3693842887878418,0.0056023159995675087,Community 23,2,2,0,0.0044971858151257038,0.70999878644943237,11,0,0.0076461710878894563
KLF4,-3.0207126140594482,2.571091890335083,0.31656903028488159,Community 34,4,5,0,0.0080358758568763733,0.80515015125274658,11.5,0,0.017979381256426008
SKIL,-4.581171989440918,3.1304724216461182,0.078894421458244324,Community 34,2,2,0,0.00019061000784859061,0.68807339668273926,12.5,0,0.0078993524579606834
TAAR2,3.8272297382354736,2.2117161750793457,8.3953227996826172,Community 0,1,1,0,0,0.77591454982757568,10,0,0.0055227123077860214
RETNLB,3.727841854095459,2.1152775287628174,8.1134195327758789,Community 0,1,1,0,0,0.77591454982757568,10,0,0.0055227123077860214
TRIM46,2.4480812549591064,0.660446286201477,13.563324928283691,Community 48,2,2,0,0.024686112999916077,0.50213325023651123,13,0,0.010874657745884357
POC1B,0.3487028181552887,-7.5474724769592285,-0.36898636817932129,Community 23,2,2,0,0.0036445844452828169,0.76899880170822144,10.5,0,0.0078467791256669264
LOC202181,-2.0107874870300293,4.5628752708435059,1.577639102935791,Community 34,1,1,0,0,0.68714630603790283,12.5,0,0.0048955902133231812
LINC00482,2.0158407688140869,-0.73762506246566772,2.5645060539245605,Community 27,8,8,0,0.019820414483547211,0.61592549085617065,12.5,0,0.035945150751968954
CHMP6,2.2006309032440186,-0.90165776014328,2.8202805519104004,Community 27,1,1,0,0,0.5324702262878418,13.5,0,0.005547434406725245
MAGEA6,-0.50262570381164551,1.4945086240768433,9.8908672332763672,Community 48,23,24,0,0.169727623462677,0.9125974178314209,9.5,0,0.067491637939289639
ARPC3,-0.618390679359436,1.6036689281463623,10.041080474853516,Community 48,1,1,0,0,0.74060928821563721,10.5,0,0.0041089068695550025
PIM1,6.0021142959594727,-4.487703800201416,-3.0069749355316162,Community 7,1,1,0,0,0.68444126844406128,11.5,0,0.0052457449091009118
MTMR1,-4.253242015838623,9.8901939392089844,-2.6434965133666992,Community 33,1,1,0,0,0.61557859182357788,11.5,0,0.0055540612401582361
GPR137,-9.2251863479614258,-1.3448319435119629,-4.8133125305175781,Community 11,1,1,0,0,0.57153528928756714,12,0,0.0056828138392925652
PC,-11.452919960021973,-3.3096709251403809,6.0295076370239258,Community 13,1,1,0,0,0.59533071517944336,12,0,0.0061020644509590287
C1orf54,-3.9942471981048584,-0.39464980363845825,2.130861759185791,Community 5,2,2,0,0.013396555557847023,0.7887682318687439,10,0,0.00814246688380036
COMMD10,2.1917650699615479,-10.09464168548584,-9.3250694274902344,Community 51,2,2,0,0.028203019872307777,0.564742386341095,12.5,0,0.01041093541729588
PPP1R10,1.0543162822723389,2.7266359329223633,1.8626115322113037,Community 27,4,5,0,0.0098687577992677689,0.71984189748764038,12.5,0,0.020146834294762019
SH3BP5,-7.326810359954834,-1.7198494672775269,1.1132797002792358,Community 50,4,5,0,0.017956066876649857,0.75,11,0,0.019125269546371358
PPA2,-1.2985843420028687,8.2265176773071289,3.6427342891693115,Community 34,1,1,0,0,0.613751232624054,12.5,0,0.0055707696766421917
OSBP,-11.12086009979248,-1.5717216730117798,-0.1171846017241478,Community 13,1,1,0,0,0.60191982984542847,12.5,0,0.0055402688616788438
CROT,-3.2482419013977051,-6.3744726181030273,8.66248893737793,Community 8,7,7,0,0.02118493989109993,0.6669960618019104,12.5,0,0.0348751993348146
HSPB1,-3.3316819667816162,-6.5608501434326172,8.8696956634521484,Community 8,1,1,0,0,0.57021468877792358,13.5,0,0.0059628920488687181
HLA-DMA,-2.9423105716705322,-8.247044563293457,0.29176744818687439,Community 5,15,15,0,0.040595091879367828,0.74065709114074707,9.5,0,0.049696593431093193
IK,-3.1724379062652588,-8.5690584182739258,0.23177467286586761,Community 5,1,1,0,0,0.62320101261138916,10.5,0,0.0045360564907677581
RAC1,6.6007084846496582,11.434809684753418,1.0794408321380615,Community 30,5,5,0,0.014128134585916996,0.57144993543624878,13.5,0,0.027767033095828071
TMEM218,5.7770590782165527,9.6250600814819336,0.026864811778068542,Community 30,2,2,0,0.017645040526986122,0.66837519407272339,12.5,0,0.0098353003319024759
SMG8,2.1679139137268066,-3.0420217514038086,-0.33012393116950989,Community 72,2,2,0,0.0034309800248593092,0.69982314109802246,12,0,0.0079510954728405758
PPP1R3B,-1.8007138967514038,-3.9494750499725342,-4.686406135559082,Community 2,1,1,0,0,0.5983574390411377,11.5,0,0.0059237755127956584
FNBP1L,-1.6428526639938354,-3.7580225467681885,-4.3801355361938477,Community 2,2,2,0,0.0035338490270078182,0.705828070640564,10.5,0,0.0099044742536516552
MIR31HG,-0.60853052139282227,1.7815940380096436,10.761510848999023,Community 48,3,3,0,8.6530890257563442E-05,0.72149389982223511,11,0,0.0090216007839570133
HLA-DQA1,5.46796178817749,-13.01806640625,3.616365909576416,Community 37,9,9,0,0.025450974702835083,0.55147057771682739,13.5,0,0.046317970097616679
B4GALNT3,5.4726066589355469,-13.085554122924805,3.7365202903747559,Community 37,1,1,0,0,0.48360586166381836,14.5,0,0.006109780225262664
PXDC1,-6.3315892219543457,1.0295693874359131,-6.0196528434753418,Community 11,2,2,0,0.0030303965322673321,0.61871510744094849,11,0,0.008605802847791463
MUC5B,12.581591606140137,-11.352805137634277,-0.68983829021453857,Community 38,3,3,0,3.6306666970631341E-06,0.00136892544105649,1,0,0.021923196313523029
MICA,12.545395851135254,-11.324496269226074,-0.72024506330490112,Community 38,1,1,0,0,0.000821355264633894,2,0,0.0079543994660303055
DHX35,3.4057455062866211,-2.8801207542419434,3.4587297439575195,Community 4,3,4,0,0.0095504689961671829,0.78606659173965454,11,0,0.013945552671667843
CLTB,0.2975870668888092,0.86701107025146484,-10.184247970581055,Community 72,4,4,0,0.0044142855331301689,0.62585216760635376,11.5,0,0.016156017827335792
DCAF12,0.71055400371551514,0.012950007803738117,-10.347993850708008,Community 72,2,2,0,0.00038364046486094594,0.595686137676239,12.5,0,0.0088678747918363877
CCDC102A,-5.9669537544250488,3.4237313270568848,3.8571982383728027,Community 17,1,1,0,0,0.73364871740341187,11,0,0.004778448446222102
BMPR1A,6.0347914695739746,6.5697517395019531,-3.7932665348052979,Community 3,2,2,0,0.0040094661526381969,0.70204955339431763,11,0,0.00881346753652827
CERCAM,3.9264850616455078,1.769869327545166,8.4576940536499023,Community 0,1,1,0,0,0.77591454982757568,10,0,0.0055227123077860214
TSPAN5,9.1701784133911133,-4.6529836654663086,-5.0816965103149414,Community 39,6,6,0,0.017657142132520676,0.69856631755828857,11,0,0.031030599355735673
PI16,9.3753347396850586,-4.7440295219421387,-5.1776247024536133,Community 39,1,1,0,0,0.59313052892684937,12,0,0.0061235726037420562
CRB3,3.6187357902526855,1.4822494983673096,-1.1492898464202881,Community 30,6,6,0,0.024332122877240181,0.77366507053375244,11.5,0,0.019838936263587219
MPDZ,5.8028607368469238,3.9191358089447021,-0.036530852317810059,Community 30,2,2,0,0.0052075865678489208,0.65158140659332275,12.5,0,0.00855755596134146
LOC100130691,0.79757463932037354,1.0727884769439697,-0.693677544593811,Community 27,9,9,0,0.0097120339050889015,0.86931818723678589,11,0,0.024590347564461445
TRIP11,-0.19484591484069824,-5.327517032623291,0.31860214471817017,Community 23,1,1,0,0,0.72142589092254639,12,0,0.0048631706636045871
STARD7,5.8975977897644043,-1.26032555103302,-0.78466528654098511,Community 40,1,1,0,0,0.65959650278091431,10.5,0,0.00509429679281114
C1QB,-0.30705508589744568,-6.5426664352416992,2.3982536792755127,Community 4,1,1,0,0,0.73430603742599487,10,0,0.0047262981255742484
PAWR,2.3445560932159424,-1.4508756399154663,-3.4488918781280518,Community 39,15,16,1,0.1042618602514267,0.88350784778594971,10.5,0,0.061396806568652158
NUP205,2.5590505599975586,-1.5743480920791626,-3.7070605754852295,Community 39,1,1,0,0,0.72133517265319824,11.5,0,0.00497954179562798
CT47A11,-3.008124828338623,-5.2574634552001953,5.93895959854126,Community 50,1,1,0,0,0.56582838296890259,12.5,0,0.0054064956168957254
LINC00260,4.56021785736084,1.8763407468795776,8.3595542907714844,Community 0,1,1,0,0,0.77591454982757568,10,0,0.0055227123077860214
ALOX15B,3.80722975730896,-5.4811477661132813,1.9419486522674561,Community 27,5,5,0,0.011836579069495201,0.64381295442581177,13,0,0.022030404636355066
RHBDF1,3.2651481628417969,-7.3963055610656738,1.9847311973571777,Community 27,2,2,0,0.0012852560030296445,0.56759160757064819,14,0,0.0090119971631247488
SIX3,6.3705730438232422,1.4371917247772217,0.21828389167785645,Community 52,3,3,0,0.0057134591042995453,0.67385047674179077,12,0,0.01112334461721785
SLC12A9,4.5454001426696777,7.0487666130065918,-1.3312360048294067,Community 30,1,1,0,0,0.66798615455627441,12.5,0,0.0051026209081203961
ARID3B,-0.75240898132324219,1.4390215873718262,10.352413177490234,Community 48,4,4,0,0,0.76977258920669556,9.5,0,0.011429391448912557
GFPT1,2.4491877555847168,-8.1453666687011719,-3.536550760269165,Community 51,2,2,0,0.0018540604505687952,0.66734516620635986,10.5,0,0.008101214871856454
MRPL32,2.5368325710296631,-9.9017648696899414,-6.0364713668823242,Community 51,1,1,0,0,0.57818758487701416,13,0,0.0050725514812711885
EGLN3,9.5333166122436523,2.1064941883087158,0.81681394577026367,Community 49,1,1,0,0,0.59201359748840332,13,0,0.0051731355883165558
ATP6V1H,-4.8088312149047852,-1.2583376169204712,-1.6622065305709839,Community 27,1,1,0,0,0.68340182304382324,12,0,0.0052584912761093677
B3GALNT1,0.14991508424282074,-3.7674813270568848,-2.2597074508666992,Community 40,7,7,0,0.092870034277439117,0.84102904796600342,10,0,0.023882787292589431
GRAMD1C,-2.9587037563323975,-0.46845030784606934,-8.6437168121337891,Community 72,1,1,0,0,0.59176939725875854,13.5,0,0.0050532274925806269
MBNL3,6.9633584022521973,2.2135465145111084,11.012953758239746,Community 48,2,2,0,0.021169207990169525,0.55741769075393677,11.5,0,0.010176525189011656
KLHL17,-2.125471830368042,7.2066588401794434,8.8804206848144531,Community 14,2,2,0,0.0035338490270078182,0.68444126844406128,12,0,0.010827363159166901
VPS37B,-4.9370636940002441,-2.7521462440490723,7.1365933418273926,Community 27,6,6,0,0.017657142132520676,0.60552489757537842,12.5,0,0.031037677471394864
SPAG17,-5.0531520843505859,-2.8485832214355469,7.338651180267334,Community 27,1,1,0,0,0.52467936277389526,13.5,0,0.0061131381419666621
GAK,6.1869683265686035,8.4684505462646484,-4.1891789436340332,Community 3,6,7,0,0.030396547168493271,0.69710224866867065,11,0,0.030464976244001025
GPRC5B,6.284797191619873,8.6211261749267578,-4.328275203704834,Community 3,1,1,0,0,0.5920746922492981,12,0,0.0054121104682599867
RGS2,5.9955592155456543,-4.3545341491699219,-2.9858024120330811,Community 7,1,1,0,0,0.68444126844406128,11.5,0,0.0052457449091009118
TEKT1,0.55086702108383179,0.65127360820770264,-8.0557765960693359,Community 72,3,3,0,0.00360101624391973,0.62513619661331177,12,0,0.011547878686224
SORCS2,-1.9751274585723877,6.77979040145874,8.4969758987426758,Community 14,1,1,0,0,0.684359610080719,12,0,0.0054564827146217016
CXCL6,-0.48331570625305176,4.6609883308410645,-5.5754752159118652,Community 27,3,3,0,0.0070664878003299236,0.62956053018569946,11,0,0.016136989632679805
CCDC114,-0.49546459317207336,4.80390739440918,-5.8267965316772461,Community 27,1,1,0,0,0.542630136013031,12,0,0.0062962000964366036
GNPDA2,-3.3609530925750732,-6.54998254776001,8.8072948455810547,Community 8,1,1,0,0,0.57021468877792358,13.5,0,0.0059628920488687181
DPCD,-1.3886308670043945,-2.2130141258239746,4.1941485404968262,Community 43,1,1,0,0,0.63359284400939941,12,0,0.0048600080233163348
PTGR1,-1.2772938013076782,-2.2734293937683105,4.2032504081726074,Community 43,1,1,0,0,0.63359284400939941,12,0,0.0048600080233163348
OR8D1,4.6057276725769043,1.8794447183609009,8.1111888885498047,Community 0,1,1,0,0,0.77591454982757568,10,0,0.0055227123077860214
ZFP36L2,-2.61177134513855,-1.906973123550415,2.4368882179260254,Community 34,2,2,0,0.0063203857280313969,0.690038800239563,12,0,0.0083957958891242423
XIAP,-1.2742385864257813,-3.3532140254974365,-3.7379815578460693,Community 2,1,1,0,0,0.705741286277771,10.5,0,0.0048665631332400578
NUP188,3.8208553791046143,7.2959990501403809,0.9192463755607605,Community 30,6,6,0,0.020311765372753143,0.73872596025466919,12,0,0.02182959137510582
SNAI3,1.7922147512435913,3.3849978446960449,5.7825541496276855,Community 14,2,2,0,0.031702984124422073,0.84007465839385986,10,0,0.0086477302124868746
TRPC1,-4.5805363655090332,-7.9830842018127441,-4.2318663597106934,Community 13,1,1,0,0,0.55790549516677856,13.5,0,0.0056908829958498951
PPP2R2B,-1.8018676042556763,3.1111550331115723,-0.44542619585990906,Community 36,3,3,0,0.0029263175092637539,0.75396692752838135,11.5,0,0.010261370435771352
HSPA12A,4.6896700859069824,5.3166112899780273,-2.5758945941925049,Community 40,3,3,0,0.018670704215765,0.708967924118042,11.5,0,0.011606468940357335
MUC5AC,-2.6131100654602051,17.702600479125977,-1.5446605682373047,Community 41,1,1,0,0,0.000684462720528245,1,0,0.011446597761727273
PMS2P4,-2.6395630836486816,17.697179794311523,-1.5596201419830322,Community 41,1,1,0,0,0.000684462720528245,1,0,0.011446597761727273
LITAF,-6.7833976745605469,-11.784263610839844,2.9151318073272705,Community 5,1,1,0,0,0.51534819602966309,12,0,0.00619449144853059
TRIM32,-0.44233924150466919,3.6885392665863037,-3.9221842288970947,Community 27,2,2,0,0.010594286024570465,0.74946117401123047,10,0,0.0087929493775848518
FBXW5,-4.2172040939331055,2.7122552394866943,-2.91640567779541,Community 34,1,1,0,0,0.61012893915176392,12.5,0,0.0048261916975194325
TRPS1,2.2798306941986084,-9.32661247253418,-5.781501293182373,Community 51,4,4,0,0.0294011402875185,0.69257926940917969,11.5,0,0.016395296877782035
CXCR1,-2.1835229396820068,1.492768406867981,9.4424467086792,Community 48,6,6,0,0.013746310025453568,0.81336832046508789,9.5,0,0.018184778539917255
DUOXA2,2.1756250858306885,0.018035247921943665,6.0940752029418945,Community 8,5,5,0,0.022038752213120461,0.80835473537445068,11,0,0.015625343435197666
PCNP,-2.0563151836395264,-7.3630924224853516,-13.847163200378418,Community 42,2,2,0,1.2102223081456032E-06,0.0010266940807923675,1,0,0.016684897561154415
MAP1B,-2.0638854503631592,-7.3550930023193359,-13.811864852905273,Community 42,1,1,0,0,0.000684462720528245,2,0,0.00882744890907223
TAF13,-1.8288549184799194,3.4706861972808838,-2.6891450881958008,Community 72,4,4,0,0.0046974779106676579,0.67599409818649292,11,0,0.014885380890072793
RNF146,-1.5366367101669312,2.7045061588287354,-6.2301383018493652,Community 72,2,2,0,0.0014389542629942298,0.58775323629379272,12,0,0.0081261757001403964
ZNF74,0.34725314378738403,-0.20661012828350067,-0.67885363101959229,Community 4,6,6,0,0.023532772436738014,0.83260774612426758,10.5,0,0.017624371873776409
WRNIP1,-1.6881868839263916,5.6803712844848633,-0.32556247711181641,Community 27,2,2,0,0.00574008421972394,0.6206057071685791,11.5,0,0.0093845070820358471
CCDC91,-0.91971176862716675,6.6956791877746582,6.3252401351928711,Community 43,1,1,0,0,0.5386691689491272,13.5,0,0.0054967719562477634
GSN,-2.4365112781524658,-7.2349152565002441,0.1147674098610878,Community 5,8,9,0,0.057161219418048859,0.81259071826934814,10,0,0.032747800473464789
NAV2,-1.8198566436767578,-1.5996483564376831,-0.50472486019134521,Community 2,6,6,0,0.009990990161895752,0.76443940401077271,9.5,0,0.018540495734132776
DHFR,-9.5484914779663086,2.6817357540130615,-7.7180333137512207,Community 11,1,1,0,0,0.51923078298568726,12.5,0,0.00624377544645403
PGS1,9.8167409896850586,3.9295370578765869,-0.46250513195991516,Community 52,1,1,0,0,0.6045997142791748,13,0,0.0051743124821036759
TRIM41,-0.43745326995849609,0.51180988550186157,0.36626863479614258,Community 27,7,7,0,0.03442779928445816,0.82553958892822266,10.5,0,0.021792144373857993
ZNF653,0.12837190926074982,-0.19705109298229218,-1.0044314861297607,Community 27,6,6,0,0.00097906985320150852,0.76180040836334229,11,0,0.016824142733812525
ALG3,-8.001713752746582,0.87896358966827393,-0.6468050479888916,Community 11,5,5,0,0.011239334009587765,0.71526521444320679,11,0,0.020203888514032629
ZNF25,-8.3039712905883789,0.93130743503570557,-0.745662271976471,Community 11,1,1,0,0,0.6051257848739624,12,0,0.0051570616693014572
LRRC74B,4.2090868949890137,1.723886251449585,7.7071037292480469,Community 0,1,1,0,0,0.77591454982757568,10,0,0.0055227123077860214
HELZ2,0.51603120565414429,-8.2905435562133789,0.62843519449234009,Community 23,1,1,0,0,0.65047335624694824,12,0,0.0047081180483271286
SFTPD,-3.3826396465301514,-5.7199597358703613,-2.9511117935180664,Community 2,1,1,0,0,0.61035609245300293,12.5,0,0.0050112812808316854
ADTRP,-0.65118688344955444,-2.6044011116027832,-8.7230005264282227,Community 11,2,2,0,0.004091156180948019,0.60941606760025024,11,0,0.0094184234019223118
NCOA4,1.1500474214553833,-0.92188608646392822,-10.182880401611328,Community 72,1,1,0,0,0.595500648021698,12.5,0,0.0054258531114592294
LRRC59,-1.5890029668807983,-9.19332504272461,4.13997220993042,Community 8,1,1,0,0,0.63263225555419922,13,0,0.0049737588913697384
MIEN1,0.31549489498138428,-7.30672550201416,-1.1461027860641479,Community 23,5,6,0,0.054801888763904572,0.833514928817749,10,0,0.023963909199218349
KIF1B,-5.1362671852111816,-5.1505990028381348,1.2252264022827148,Community 23,3,3,0,0.021283574402332306,0.75270581245422363,10,0,0.011865570902883428
C3orf14,1.6360011100769043,1.6152673959732056,-2.2185428142547607,Community 27,1,1,0,0,0.68757861852645874,12,0,0.0043487371963170079
MTHFR,-1.3016288280487061,5.3185014724731445,3.7688121795654297,Community 43,5,5,0,0.031730815768241882,0.716672420501709,11.5,0,0.018272180703605909
RBMXL1,1.4052493572235107,1.5467039346694946,0.084990866482257843,Community 27,1,1,0,0,0.73442351818084717,11,0,0.00406789411048508
NFKBIA,-1.4376207590103149,6.2806515693664551,2.5544781684875488,Community 34,2,2,0,0.00011436600470915437,0.74409103393554688,12,0,0.00816882134698702
STEAP3,-5.9623527526855469,3.3563334941864014,3.8118219375610352,Community 17,1,1,0,0,0.73364871740341187,11,0,0.004778448446222102
FAM193B,-2.2357053756713867,-1.6459751129150391,-9.0128660202026367,Community 72,1,1,0,0,0.57379305362701416,13.5,0,0.0056017489973535055
RPP25,-2.3370487689971924,4.7089323997497559,9.4505395889282227,Community 43,2,2,0,0.0035338490270078182,0.47385048866271973,14.5,0,0.012021676859041529
TTC23L,-2.5043749809265137,4.3851041793823242,9.8170680999755859,Community 43,1,1,0,0,0.42286220192909241,15.5,0,0.0068340295630358386
CFAP20,-2.7388336658477783,-2.7999935150146484,4.342799186706543,Community 43,2,2,0,0.0020694800186902285,0.643307626247406,12,0,0.008146794900231907
GDF15,-0.30388393998146057,5.3230123519897461,3.5207216739654541,Community 43,2,2,0,0.0010922255460172892,0.61539697647094727,12.5,0,0.0085224805476628741
GALNT16,0.99821090698242188,4.9602484703063965,2.73641300201416,Community 43,3,3,0,0.00797112938016653,0.61615699529647827,12.5,0,0.013088933147541034
ACKR3,-0.0037150261923670769,1.2293927669525146,3.7711086273193359,Community 43,5,6,0,0.0091287065297365189,0.73846453428268433,11,0,0.021926898712483222
PTPN22,-0.09477485716342926,1.2225604057312012,4.1311392784118652,Community 43,1,1,0,0,0.62164795398712158,12,0,0.0048237771805504839
RCOR2,-4.3653531074523926,9.8601694107055664,-2.6733343601226807,Community 33,1,1,0,0,0.61557859182357788,11.5,0,0.0055540612401582361
BBS4,0.124559186398983,2.0616471767425537,-9.3902130126953125,Community 72,1,1,0,0,0.58835595846176147,12.5,0,0.0049480022986034015
MRPL33,1.435710072517395,-3.4842183589935303,-3.4753131866455078,Community 27,2,2,0,0.0025317850522696972,0.70855200290679932,10.5,0,0.0076922270043665525
CCDC77,-4.8338494300842285,-1.9328271150588989,-3.7826972007751465,Community 2,1,1,0,0,0.62168163061141968,12,0,0.0050055030883368271
SKAP1,-0.39002951979637146,0.97551530599594116,-1.0759438276290894,Community 27,2,2,0,0.00019484577933326364,0.80755829811096191,10.5,0,0.0063818395370909007
MIEF2,-0.80944204330444336,1.2658579349517822,-1.2396267652511597,Community 27,10,10,0,0.0044675352983176708,0.881539523601532,10,0,0.027299138238999671
RSBN1L,-14.53939151763916,3.800473690032959,0.057372339069843292,Community 26,1,1,0,0,0.42059928178787231,15.5,0,0.0066121651900516772
MECP2,-7.5591740608215332,-2.4230666160583496,1.5102801322937012,Community 50,1,1,0,0,0.65152591466903687,11.5,0,0.0051506866534448024
ADAD2,-3.8187851905822754,11.578991889953613,2.2735624313354492,Community 33,7,7,0,0.021279942244291306,0.66243326663970947,11,0,0.03594917564495622
CABIN1,-3.9064381122589111,11.737436294555664,2.2787790298461914,Community 33,1,1,0,0,0.56687664985656738,12,0,0.006093971735584785
QSER1,-0.63545835018157959,-1.3948440551757813,-0.89931011199951172,Community 27,3,3,0,0.026938337832689285,0.83378744125366211,10.5,0,0.0094054597702689924
CDC42EP1,-1.405118465423584,2.8043241500854492,2.0615417957305908,Community 14,1,1,0,0,0.74300700426101685,11.5,0,0.00460738107073646
CORO7,8.91147518157959,-10.950257301330566,1.607754111289978,Community 15,1,1,0,0,0.51817566156387329,13,0,0.0059874497596188155
TFR2,-1.0231920480728149,-8.13904094696045,14.6550874710083,Community 44,7,7,0,2.5414667106815614E-05,0.00273785088211298,1,0,0.042876397605348664
ACYP1,-0.952900230884552,-8.0848073959350586,14.617735862731934,Community 44,1,1,0,0,0.00147422740701586,2,0,0.00695662912272176
FNTB,-2.6416168212890625,-5.9935951232910156,-1.9709503650665283,Community 34,3,3,0,0.0092146322131156921,0.72038418054580688,10.5,0,0.011055179012832548
EPS8L3,-5.6472468376159668,-1.3071860074996948,6.2126917839050293,Community 13,2,2,0,0.0035338490270078182,0.70076334476470947,11,0,0.0098745388502942191
CDT1,-1.3444852828979492,2.8438179492950439,3.9934353828430176,Community 36,2,2,0,0.0061660823412239552,0.7319873571395874,11,0,0.008105660158843302
RNF168,-1.3527899980545044,-2.2288525104522705,4.112922191619873,Community 43,1,1,0,0,0.63359284400939941,12,0,0.0048600080233163348
PROSER1,4.9611120223999023,-6.2117609977722168,0.7849280834197998,Community 37,2,2,0,0.035960543900728226,0.76449036598205566,12,0,0.00855511369732148
HYAL2,-3.9750485420227051,-3.9056780338287354,0.0684809610247612,Community 50,3,3,0,0.0039701340720057487,0.69482290744781494,11,0,0.011853337071025146
RGN,0.57172775268554688,1.8824726343154907,-3.0084238052368164,Community 50,7,7,0,0.019819809123873711,0.74125510454177856,11,0,0.025777741254514833
PIM2,-3.1685638427734375,0.32627835869789124,0.71948140859603882,Community 50,2,2,0,0.0048191049136221409,0.63975691795349121,12,0,0.00839927997638104
TIGAR,-1.8228466510772705,5.4531946182250977,8.313664436340332,Community 43,2,2,0,0.0070652775466442108,0.538770318031311,13.5,0,0.010613811383848173
IFNAR1,-0.16887690126895905,-5.4048666954040527,0.2203490138053894,Community 23,1,1,0,0,0.72142589092254639,12,0,0.0048631706636045871
COQ2,1.5825046300888062,1.5980464220046997,-2.2642655372619629,Community 27,1,1,0,0,0.68757861852645874,12,0,0.0043487371963170079
ZNF830,3.594205379486084,-7.807215690612793,6.8003568649291992,Community 4,1,1,0,0,0.49734532833099365,13,0,0.0058459565522979437
E2F1,5.9579606056213379,0.068203575909137726,-0.91566389799118042,Community 30,2,2,0,8.7136002548504621E-05,0.65310186147689819,12,0,0.008596788197382025
PROM1,11.178383827209473,4.0499882698059082,2.873831033706665,Community 49,4,4,0,0.015015833079814911,0.58117449283599854,13.5,0,0.018502740897677287
CLIP2,3.7950170040130615,1.9825186729431152,8.11638355255127,Community 0,1,1,0,0,0.77591454982757568,10,0,0.0055227123077860214
VASN,-10.926904678344727,-1.9385522603988647,0.526357889175415,Community 13,2,2,0,0.003710541408509016,0.61098980903625488,12.5,0,0.0091946502412389337
ADSS2,3.3244185447692871,-7.129396915435791,-2.8575265407562256,Community 40,1,1,0,0,0.663007378578186,10.5,0,0.0048187314054969873
TSPAN13,-0.63401520252227783,-9.7749233245849609,0.67038846015930176,Community 23,1,1,0,0,0.64237129688262939,11,0,0.0045892863287594916
SCRN3,-1.2180638313293457,1.5833902359008789,-0.47303935885429382,Community 27,7,7,0,1.4522666788252536E-05,0.83679717779159546,11.5,0,0.019237082832615982
ZNF106,8.94278335571289,2.7049047946929932,0.94145327806472778,Community 49,7,8,0,0.03675445169210434,0.74904531240463257,11.5,0,0.028873474502734312
ECT2,-1.3406006097793579,2.3919098377227783,4.0617599487304688,Community 14,2,2,0,0.0035338490270078182,0.7278551459312439,12,0,0.00983292141492353
UST,4.9153304100036621,1.6752567291259766,-5.8155403137207031,Community 30,10,10,0,0.030896369367837906,0.70390135049819946,12,0,0.0408609230184476
